sentences,label,quality
宁夏制药发酵废气治理提升项目280万元针对1032发酵车间的废气治理设施进行改造升级新增了一套处理量为85000m³h处理工艺为次氯酸纳吸收水喷淋吸收双相超氧水微纳米气泡的废气处理设施大幅度提升了废气的处理效率,废弃物管理,定量文本
第一期第二期持股计划分别于2021年6月2022年5月获本公司股东大会批准第二期持股计划已于2022年6月7日通过二级市场集中竞价交易的方式累计购买公司股票6275372股成交金额合计为75740661.60元,股东及债权人权益,定量文本
针对产品需求获取研发制造及销售等全流程的质量管控建立88个主要制度文件质检方面依据各制度文件规定在原材料零部件入厂产品制造入库及出厂等环节对产品实施质量检查对不合格品按规定作返工返修或报废处理确保质量问题不流出,产品质量,定性文本
废水脱轻塔系统项目200万通过新建一套单组分废水脱轻塔系统将生产排放分相废水进行脱溶精馏脱轻经废水脱轻塔前端的治理与回收每天平均回收溶剂500L年累计回收150余吨回用到生产中实现了资源的循环利用并降低生产成本,废弃物管理,定量文本
本年度我们为应届生建立包括入职成长成才三个职业发展阶段的培养框架通过新员工入职集训项目包含入营训练企业培训课程职场技能课程及素质拓展活动帮助应届生了解公司基本信息快速学习并适应企业文化完成从校园到职场的角色转换,员工,定性文本
经过15年的恢复该地区绿化面积达到56万平方米水面面积102万平方米拥有草坪花卉25万平方米水生植物10万平方米乔灌木100多万株各类野生植物99种野生动物60余种其中包括国家二级保护动物凤头䴙䴘白骨顶鸡绿头鸭等,生物多样性,定量文本
2022年公司进一步加强税务管理动态跟踪和研究国家新出台的税收政策加强对税收政策的学习和培训不断加深业财税融合程度及时调整和优化涉税业务流程提高税务管理人员的政策理解能力和应用能力为推进公司高质量发展提供坚实支撑,税收透明度,定性文本
2022年我们对占采购额前80的200余家供应商进行了双碳相关的调研针对企业碳达峰和碳中和年的设定温室气体盘查核查减碳范围绿色低碳领域的主要成果相关报告披露和未来发展规划等方面展开调研共有197家供应商进行了反馈,碳排放,定量文本
面向老年人青少年少数民族新市民等重点客群开展客户喜闻乐见的特色化金融知识宣教活动面向老年人开展健身操大赛主题演讲及摄影大赛面向青少年开展绘画大赛金蜜蜂校园消保宣教等活动并在建行学习平台为重点客群打造专属化消保课堂,客户与消费者,定性文本
公司三级安全生产管理体系持续完善公司所有高管各物流网点安全生产管理人员均考取了安全培训合格证合计持证78人占员工总人数不含劳务派人员的18各级企业负责人和安全生产管理人员均按照三管三必须的要求切实履行自身安全责任,员工,定量文本
注234授予于中国其内不包含港灵合地区案例关爱儿童癫痫患者万邦医药患者关爱福利计划惠及更多儿童维格定是由复星医药成员企业万邦医药引进的首个在中国正式上市的氨己烯酸用于婴儿疫辛InfantileSpasmJS的治疗,公益和志愿服务,定性文本
下的重视并持续推动ESG管理将ESG作为战略抓手赋能企业可持续发展积极响应2022年复星医药的MSCIESG评级巴浆协定以及国家碳达峰碳中和跃升至A级在全球接受MSCI评级的医药双碳目标持续践行低碳绿色发展的理念,碳排放,定量文本
2022年度社会责任报告6二公司治理一公司治理体系公司严格按照公司法和公司章程等有关公司治理规范性文件的要求并结合公司经营管理的需要和实际情况完善公司法人治理结构健全公司内控管理制度和业务流程提高公司规范运作水平,组织架构与运作,定性文本
报告获取本报告分别以中文简体中文紧体和英文版编写及印刷并有纸质版和电子版两种形式其中电子版可在复星医药网站httpswww.fosunpharma.comsustainabilityreport.html下载阅读,无关文本,无关文本
CART10InnovationforGoodHealth持续创新乐享健康公司简介上海复星医药集团股份有限公司即同类最佳新药的研究与临床开发能力复星医药股票代码600196.SH加快创新技术和产品的研发和转化落地,科技创新,定性文本
成功与黑龙江龙煤集团签订战略合作协议产品多为高技术含量高附加值的采煤机电缆入围浙江华友钴业的计算机电缆年度集采框架主要配供产品为小而美的计算机电缆和氟塑料耐温特种电缆入围淮南矿业集团的供应商体系配供额达去年的三倍,供应链管理,定量文本
44452022原住民暖心计划助力赢蔬菜礼包坚守战线与社区业主共进退区域客户运维组直接打造暖心福利活动原住民系列疫情期间11月上线原住民暖心计划助力赢蔬菜礼包联动东原物业采购蔬菜礼包上门配送特殊时期赢得老业主信赖,抗疫,定性文本
公益捐赠金属公司向所在潮鸣街道捐赠防疫物资02金属公司国际公司环能公司化工公司金石公司34为迎接即将到来的614世界献血者日持续弘扬志愿服务精神用热血浓情传递大爱践行社会责任6月10日组织开展无偿献血奉献爱心活动,抗疫,定性文本
同时我们应用大数据云监测系统进行事前风险预警排查每日每周每月每季度对公司工厂产业平台等各层级的反贪污反舞弊反洗钱风险进行识别和梳理通过风险审计发现转化及流程诊断识别业务场景的风险并通过机制对共性风险驱动治理和改善,反贪污反洗钱,定性文本
落实护理院感夯实护理质量提升患者体验2022年复星医药集团各成灵医疗机构在护理科研和学科能力方面复星医药以多维度推动护理高质量发展的理念为核集团精准赋能补短板提升成员医院行业竞心保障护理安全切实为患者提供优质争力,员工,定性文本
案例积极开展安全生产宣传咨询日活动2021年6月16日公司在鹰城广场参加平顶山市安全生产委员会办公室组织的6.16安全宣传咨询日活动面向社会公众集中宣传安全生产政策和法律法规应急救援等安全知识营造浓厚安全生产氛围,员工,定性文本
公司在环保方面的费用投入为公司践行两山理论以实现减污降碳协同效应为目标积级实施环保设9151.76万元应对气候变化备升级改造再次通过最权威的影响最广的欧盟绿色认证打造出了具有帝子布产业特色的循环经济和绿色发展模式,应对气候变化,定量文本
我们聚焦力争2050年左右实现近零排放的目标承诺强化绿色低碳转型发展顶层设计制定并发布了绿色低碳发展行动计划3.0按照清洁替代战略接替绿色转型三步走总体部署有序实施以六大基地和五大工程为核心的绿色产业布局初步形成,碳排放,定性文本
